pose_loss:388.102661133 qua_loss:53.6873703003 regression_loss:11125.5761719
pose_loss:70.5087738037 qua_loss:0.294666409492 regression_loss:129.442047119
pose_loss:46.2870483398 qua_loss:0.283996701241 regression_loss:103.086387634
pose_loss:70.6213226318 qua_loss:0.273807227612 regression_loss:125.382766724
pose_loss:62.4767494202 qua_loss:0.30260938406 regression_loss:122.998626709
pose_loss:55.8910598755 qua_loss:0.259295225143 regression_loss:107.750106812
pose_loss:60.7201194763 qua_loss:0.265768140554 regression_loss:113.873748779
pose_loss:63.4471893311 qua_loss:0.288488894701 regression_loss:121.144973755
pose_loss:52.148651123 qua_loss:0.280646950006 regression_loss:108.278045654
pose_loss:57.9576644897 qua_loss:0.300305217505 regression_loss:118.018707275
pose_loss:50.9225845337 qua_loss:0.258999943733 regression_loss:102.722572327
pose_loss:54.8226356506 qua_loss:0.300131231546 regression_loss:114.848876953
pose_loss:50.1749267578 qua_loss:0.261153876781 regression_loss:102.405700684
pose_loss:54.93227005 qua_loss:0.287877053022 regression_loss:112.507675171
pose_loss:57.0354919434 qua_loss:0.281096637249 regression_loss:113.254821777
pose_loss:56.8942070007 qua_loss:0.305693030357 regression_loss:118.032814026
pose_loss:44.9906539917 qua_loss:0.300318062305 regression_loss:105.054267883
pose_loss:57.9917297363 qua_loss:0.282274603844 regression_loss:114.446655273
pose_loss:61.2877349854 qua_loss:0.347220659256 regression_loss:130.731872559
pose_loss:60.4224700928 qua_loss:0.276146113873 regression_loss:115.651687622
pose_loss:54.9778404236 qua_loss:0.338241219521 regression_loss:122.626083374
pose_loss:62.2001457214 qua_loss:0.271070897579 regression_loss:116.414321899
pose_loss:55.6416816711 qua_loss:0.297040879726 regression_loss:115.049858093
pose_loss:64.5481414795 qua_loss:0.304945230484 regression_loss:125.537185669
pose_loss:56.3610420227 qua_loss:0.289234012365 regression_loss:114.207839966
pose_loss:65.1119766235 qua_loss:0.313544690609 regression_loss:127.820915222
pose_loss:52.4818077087 qua_loss:0.323726773262 regression_loss:117.227157593
pose_loss:72.2978897095 qua_loss:0.286873668432 regression_loss:129.672622681
pose_loss:48.1509742737 qua_loss:0.250355035067 regression_loss:98.2219848633
pose_loss:69.4078063965 qua_loss:0.282467126846 regression_loss:125.901229858
pose_loss:66.0825271606 qua_loss:0.312551528215 regression_loss:128.592834473
pose_loss:60.4515304565 qua_loss:0.300020158291 regression_loss:120.455566406
pose_loss:70.0084457397 qua_loss:0.251920849085 regression_loss:120.392616272
pose_loss:68.565788269 qua_loss:0.279978752136 regression_loss:124.561538696
pose_loss:57.5353622437 qua_loss:0.273255556822 regression_loss:112.186477661
pose_loss:60.4971618652 qua_loss:0.286701500416 regression_loss:117.837463379
pose_loss:64.3695831299 qua_loss:0.270268082619 regression_loss:118.423202515
pose_loss:59.4880142212 qua_loss:0.279169172049 regression_loss:115.321853638
pose_loss:57.3014907837 qua_loss:0.33910292387 regression_loss:125.122077942
pose_loss:50.6382827759 qua_loss:0.25628477335 regression_loss:101.895233154
pose_loss:48.6010932922 qua_loss:0.289487838745 regression_loss:106.498657227
pose_loss:55.6930122375 qua_loss:0.299442768097 regression_loss:115.581565857
pose_loss:74.9476318359 qua_loss:0.305133461952 regression_loss:135.974319458
pose_loss:51.9497375488 qua_loss:0.331502437592 regression_loss:118.250228882
pose_loss:53.4781265259 qua_loss:0.275262802839 regression_loss:108.530685425
pose_loss:64.2680969238 qua_loss:0.353489935398 regression_loss:134.966094971
pose_loss:53.9630737305 qua_loss:0.300664454699 regression_loss:114.095962524
pose_loss:60.2170982361 qua_loss:0.347458839417 regression_loss:129.708862305
pose_loss:60.2068634033 qua_loss:0.289340615273 regression_loss:118.074981689
pose_loss:65.2253036499 qua_loss:0.292615711689 regression_loss:123.748443604
pose_loss:51.4137611389 qua_loss:0.276536405087 regression_loss:106.721038818
pose_loss:54.7832870483 qua_loss:0.324698150158 regression_loss:119.722915649
pose_loss:56.2062759399 qua_loss:0.271098822355 regression_loss:110.426040649
pose_loss:44.4667205811 qua_loss:0.282947421074 regression_loss:101.05620575
pose_loss:55.1604270935 qua_loss:0.339253902435 regression_loss:123.01121521
pose_loss:64.1815032959 qua_loss:0.289146065712 regression_loss:122.01071167
pose_loss:52.3436508179 qua_loss:0.320599734783 regression_loss:116.463600159
pose_loss:64.5682220459 qua_loss:0.33569508791 regression_loss:131.707244873
pose_loss:68.8692932129 qua_loss:0.35530218482 regression_loss:139.929733276
pose_loss:51.779296875 qua_loss:0.236736476421 regression_loss:99.1265869141
pose_loss:72.5225753784 qua_loss:0.338366985321 regression_loss:140.195983887
pose_loss:67.53150177 qua_loss:0.383830845356 regression_loss:144.297668457
pose_loss:62.4630088806 qua_loss:0.278548419476 regression_loss:118.172691345
pose_loss:54.4991188049 qua_loss:0.288958966732 regression_loss:112.290908813
pose_loss:55.0569763184 qua_loss:0.295871347189 regression_loss:114.231246948
pose_loss:78.8258514404 qua_loss:0.291907519102 regression_loss:137.207351685
pose_loss:58.7500648499 qua_loss:0.331019490957 regression_loss:124.953964233
pose_loss:53.3389549255 qua_loss:0.301862001419 regression_loss:113.711349487
pose_loss:69.9671173096 qua_loss:0.304590672255 regression_loss:130.885253906
pose_loss:58.4172554016 qua_loss:0.307633876801 regression_loss:119.944030762
pose_loss:76.3510437012 qua_loss:0.298955112696 regression_loss:136.142059326
pose_loss:50.9294090271 qua_loss:0.282937049866 regression_loss:107.516815186
pose_loss:50.6890602112 qua_loss:0.312839269638 regression_loss:113.256912231
pose_loss:45.191947937 qua_loss:0.304576247931 regression_loss:106.107192993
pose_loss:47.4879798889 qua_loss:0.307945907116 regression_loss:109.077163696
pose_loss:52.3542823792 qua_loss:0.336452156305 regression_loss:119.644714355
pose_loss:50.4801979065 qua_loss:0.341374695301 regression_loss:118.755142212
pose_loss:61.8432350159 qua_loss:0.261635988951 regression_loss:114.170433044
pose_loss:51.1383590698 qua_loss:0.256203383207 regression_loss:102.37903595
pose_loss:78.8081588745 qua_loss:0.27799642086 regression_loss:134.407440186
pose_loss:57.3929862976 qua_loss:0.339634120464 regression_loss:125.31980896
pose_loss:70.9374847412 qua_loss:0.303401708603 regression_loss:131.617828369
pose_loss:52.5171890259 qua_loss:0.294062972069 regression_loss:111.329788208
pose_loss:61.3255386353 qua_loss:0.35272115469 regression_loss:131.869766235
pose_loss:70.024597168 qua_loss:0.296736866236 regression_loss:129.37197876
pose_loss:62.6436042786 qua_loss:0.296871960163 regression_loss:122.017997742
pose_loss:60.5867919922 qua_loss:0.347959816456 regression_loss:130.178756714
pose_loss:45.36460495 qua_loss:0.287794321775 regression_loss:102.923469543
pose_loss:65.3552856445 qua_loss:0.305421620607 regression_loss:126.439605713
pose_loss:62.7527427673 qua_loss:0.264338642359 regression_loss:115.62046814
pose_loss:48.4303359985 qua_loss:0.301105618477 regression_loss:108.65145874
pose_loss:50.4004707336 qua_loss:0.306491136551 regression_loss:111.698699951
pose_loss:52.0619888306 qua_loss:0.291129112244 regression_loss:110.287811279
pose_loss:59.1228752136 qua_loss:0.328709065914 regression_loss:124.864685059
pose_loss:50.9929962158 qua_loss:0.256348133087 regression_loss:102.262619019
pose_loss:56.0776443481 qua_loss:0.290238440037 regression_loss:114.125335693
pose_loss:71.6998214722 qua_loss:0.282588213682 regression_loss:128.217468262
pose_loss:56.8590812683 qua_loss:0.260624974966 regression_loss:108.984077454
pose_loss:58.5369186401 qua_loss:0.301752477884 regression_loss:118.887413025
pose_loss:50.508808136 qua_loss:0.294859200716 regression_loss:109.480651855
pose_loss:56.3340530396 qua_loss:0.207797527313 regression_loss:97.8935546875
pose_loss:75.9042892456 qua_loss:0.330046147108 regression_loss:141.913513184
pose_loss:76.0116271973 qua_loss:0.350807249546 regression_loss:146.173080444
pose_loss:54.1324386597 qua_loss:0.289305925369 regression_loss:111.993621826
pose_loss:52.756023407 qua_loss:0.339687168598 regression_loss:120.693450928
pose_loss:62.6028442383 qua_loss:0.334203243256 regression_loss:129.443496704
pose_loss:53.9296302795 qua_loss:0.289995461702 regression_loss:111.928726196
pose_loss:63.1645774841 qua_loss:0.303537040949 regression_loss:123.871986389
pose_loss:55.4773292542 qua_loss:0.283349245787 regression_loss:112.14717865
pose_loss:58.1499557495 qua_loss:0.319245517254 regression_loss:121.999053955
pose_loss:62.7972831726 qua_loss:0.340883135796 regression_loss:130.973907471
pose_loss:54.9146308899 qua_loss:0.290800511837 regression_loss:113.074737549
pose_loss:58.6504745483 qua_loss:0.2318148911 regression_loss:105.013458252
pose_loss:47.3249397278 qua_loss:0.293294996023 regression_loss:105.983940125
pose_loss:60.7252922058 qua_loss:0.337679833174 regression_loss:128.261260986
pose_loss:62.361618042 qua_loss:0.270888715982 regression_loss:116.539360046
pose_loss:55.3171691895 qua_loss:0.271356165409 regression_loss:109.588401794
pose_loss:55.3126296997 qua_loss:0.263780534267 regression_loss:108.068740845
pose_loss:63.808807373 qua_loss:0.344841063023 regression_loss:132.777023315
pose_loss:57.5200080872 qua_loss:0.310608029366 regression_loss:119.641616821
pose_loss:81.3404693604 qua_loss:0.348432630301 regression_loss:151.026992798
pose_loss:54.3085784912 qua_loss:0.317422986031 regression_loss:117.793174744
pose_loss:51.8600578308 qua_loss:0.317501872778 regression_loss:115.360427856
pose_loss:53.4811439514 qua_loss:0.310009121895 regression_loss:115.482971191
pose_loss:58.0732269287 qua_loss:0.334173023701 regression_loss:124.907829285
pose_loss:50.1330986023 qua_loss:0.28045681119 regression_loss:106.224456787
pose_loss:60.5462875366 qua_loss:0.323681592941 regression_loss:125.282608032
pose_loss:79.770362854 qua_loss:0.291391164064 regression_loss:138.048599243
pose_loss:68.1674118042 qua_loss:0.286174863577 regression_loss:125.402389526
pose_loss:60.6189422607 qua_loss:0.275372922421 regression_loss:115.693527222
pose_loss:46.8292884827 qua_loss:0.303351253271 regression_loss:107.499542236
pose_loss:54.935836792 qua_loss:0.291234523058 regression_loss:113.182739258
pose_loss:59.2953338623 qua_loss:0.260440766811 regression_loss:111.383483887
pose_loss:47.7370872498 qua_loss:0.264486759901 regression_loss:100.634437561
pose_loss:63.9625205994 qua_loss:0.313374131918 regression_loss:126.63734436
pose_loss:54.8095932007 qua_loss:0.29223293066 regression_loss:113.25617981
pose_loss:52.5548782349 qua_loss:0.288241803646 regression_loss:110.203239441
pose_loss:65.3089904785 qua_loss:0.306650549173 regression_loss:126.639099121
pose_loss:67.4761352539 qua_loss:0.337426632643 regression_loss:134.961456299
pose_loss:52.677947998 qua_loss:0.301961064339 regression_loss:113.070159912
pose_loss:47.4064559937 qua_loss:0.242029577494 regression_loss:95.8123703003
pose_loss:62.7596588135 qua_loss:0.320230334997 regression_loss:126.805725098
pose_loss:38.7969245911 qua_loss:0.279654026031 regression_loss:94.7277297974
pose_loss:48.2212142944 qua_loss:0.278226792812 regression_loss:103.866577148
pose_loss:48.0151863098 qua_loss:0.300995886326 regression_loss:108.214363098
pose_loss:58.8682937622 qua_loss:0.276261657476 regression_loss:114.120620728
pose_loss:52.4099693298 qua_loss:0.324805855751 regression_loss:117.371139526
pose_loss:45.9722557068 qua_loss:0.299086391926 regression_loss:105.789535522
pose_loss:51.3677368164 qua_loss:0.279072165489 regression_loss:107.182174683
pose_loss:64.503364563 qua_loss:0.29690143466 regression_loss:123.883651733
pose_loss:58.8245353699 qua_loss:0.325192034245 regression_loss:123.862945557
pose_loss:47.862739563 qua_loss:0.286381453276 regression_loss:105.139030457
pose_loss:47.2825317383 qua_loss:0.249562889338 regression_loss:97.1951141357
pose_loss:71.5281982422 qua_loss:0.350897520781 regression_loss:141.707702637
pose_loss:59.9851989746 qua_loss:0.261519193649 regression_loss:112.289039612
pose_loss:60.8101921082 qua_loss:0.254552811384 regression_loss:111.720748901
pose_loss:62.7311477661 qua_loss:0.263995617628 regression_loss:115.530273438
pose_loss:43.5306243896 qua_loss:0.245694905519 regression_loss:92.6696014404
pose_loss:64.0834655762 qua_loss:0.33313575387 regression_loss:130.710617065
pose_loss:48.6255302429 qua_loss:0.300731062889 regression_loss:108.771743774
pose_loss:44.1485519409 qua_loss:0.261098444462 regression_loss:96.3682403564
pose_loss:64.7641677856 qua_loss:0.258228749037 regression_loss:116.409912109
pose_loss:47.246673584 qua_loss:0.310040414333 regression_loss:109.254760742
pose_loss:56.8838806152 qua_loss:0.263260543346 regression_loss:109.535987854
pose_loss:56.8664321899 qua_loss:0.321059167385 regression_loss:121.078262329
pose_loss:54.2649078369 qua_loss:0.251532226801 regression_loss:104.571350098
pose_loss:59.2869338989 qua_loss:0.297607302666 regression_loss:118.808395386
pose_loss:53.6626663208 qua_loss:0.305466502905 regression_loss:114.755966187
pose_loss:58.642326355 qua_loss:0.267353385687 regression_loss:112.113006592
pose_loss:51.5187225342 qua_loss:0.279334187508 regression_loss:107.385559082
pose_loss:58.5682601929 qua_loss:0.284804284573 regression_loss:115.52911377
pose_loss:64.2266235352 qua_loss:0.320284724236 regression_loss:128.283569336
pose_loss:57.7164306641 qua_loss:0.321327865124 regression_loss:121.982002258
pose_loss:60.3218803406 qua_loss:0.283412218094 regression_loss:117.004318237
pose_loss:59.9985427856 qua_loss:0.296719700098 regression_loss:119.342483521
pose_loss:71.3581085205 qua_loss:0.341333419085 regression_loss:139.624786377
pose_loss:64.1646575928 qua_loss:0.348631203175 regression_loss:133.890899658
pose_loss:52.1976928711 qua_loss:0.293871939182 regression_loss:110.972076416
pose_loss:50.8467178345 qua_loss:0.259854495525 regression_loss:102.817611694
pose_loss:47.0683059692 qua_loss:0.290018498898 regression_loss:105.072006226
pose_loss:53.6312866211 qua_loss:0.316267162561 regression_loss:116.884719849
pose_loss:60.1607208252 qua_loss:0.359309017658 regression_loss:132.022521973
pose_loss:61.6804924011 qua_loss:0.311939865351 regression_loss:124.068466187
pose_loss:59.5713577271 qua_loss:0.292128652334 regression_loss:117.997085571
pose_loss:56.0277862549 qua_loss:0.280029118061 regression_loss:112.033615112
pose_loss:64.506942749 qua_loss:0.310393422842 regression_loss:126.585632324
pose_loss:53.2426376343 qua_loss:0.270356833935 regression_loss:107.314002991
pose_loss:54.8700942993 qua_loss:0.274940371513 regression_loss:109.858169556
pose_loss:57.862701416 qua_loss:0.295517832041 regression_loss:116.966262817
pose_loss:60.4768371582 qua_loss:0.338423758745 regression_loss:128.161590576
pose_loss:57.0170173645 qua_loss:0.287358283997 regression_loss:114.488677979
pose_loss:63.5895309448 qua_loss:0.272557944059 regression_loss:118.101119995
pose_loss:58.1345863342 qua_loss:0.248971641064 regression_loss:107.928909302
pose_loss:49.1782722473 qua_loss:0.271098166704 regression_loss:103.397903442
pose_loss:50.3102226257 qua_loss:0.282136023045 regression_loss:106.737426758
pose_loss:58.7941970825 qua_loss:0.276275902987 regression_loss:114.049377441
pose_loss:53.3020973206 qua_loss:0.269264787436 regression_loss:107.155059814
pose_loss:60.0217514038 qua_loss:0.308663666248 regression_loss:121.754486084
pose_loss:57.1879882812 qua_loss:0.378410816193 regression_loss:132.870147705
pose_loss:55.3025588989 qua_loss:0.305055975914 regression_loss:116.313751221
pose_loss:73.6817626953 qua_loss:0.310631155968 regression_loss:135.807998657
pose_loss:55.4730377197 qua_loss:0.29901483655 regression_loss:115.276000977
pose_loss:61.2428627014 qua_loss:0.321607351303 regression_loss:125.564331055
pose_loss:44.6597671509 qua_loss:0.370098412037 regression_loss:118.679450989
pose_loss:50.6774406433 qua_loss:0.263001203537 regression_loss:103.277679443
pose_loss:53.5143051147 qua_loss:0.327024251223 regression_loss:118.919158936
pose_loss:63.357093811 qua_loss:0.339583754539 regression_loss:131.273834229
pose_loss:53.5441246033 qua_loss:0.295537084341 regression_loss:112.651542664
pose_loss:48.8114624023 qua_loss:0.286519497633 regression_loss:106.115356445
pose_loss:79.5367584229 qua_loss:0.320739001036 regression_loss:143.684555054
pose_loss:56.0513458252 qua_loss:0.30122166872 regression_loss:116.295684814
pose_loss:48.1532402039 qua_loss:0.428906172514 regression_loss:133.93447876
pose_loss:62.2527008057 qua_loss:0.278364479542 regression_loss:117.925598145
pose_loss:56.0281867981 qua_loss:0.334283530712 regression_loss:122.884887695
pose_loss:66.3762664795 qua_loss:0.353786557913 regression_loss:137.133575439
pose_loss:71.7265930176 qua_loss:0.330490767956 regression_loss:137.824737549
pose_loss:48.641040802 qua_loss:0.318159282207 regression_loss:112.272895813
pose_loss:66.1837539673 qua_loss:0.437136620283 regression_loss:153.611083984
pose_loss:48.0799102783 qua_loss:0.28619235754 regression_loss:105.318382263
pose_loss:61.5234985352 qua_loss:0.371708124876 regression_loss:135.865112305
pose_loss:58.0708580017 qua_loss:0.371547907591 regression_loss:132.380432129
pose_loss:68.0820007324 qua_loss:0.335197776556 regression_loss:135.121551514
pose_loss:51.4786376953 qua_loss:0.356098353863 regression_loss:122.698310852
pose_loss:58.7901802063 qua_loss:0.370533645153 regression_loss:132.896911621
pose_loss:59.2564086914 qua_loss:0.305875748396 regression_loss:120.431556702
pose_loss:59.6989898682 qua_loss:0.347696185112 regression_loss:129.238220215
pose_loss:71.6824798584 qua_loss:0.354091405869 regression_loss:142.500762939
pose_loss:54.445526123 qua_loss:0.355983316898 regression_loss:125.642189026
pose_loss:63.7504501343 qua_loss:0.361489236355 regression_loss:136.048294067
pose_loss:62.3269805908 qua_loss:0.376294285059 regression_loss:137.585845947
pose_loss:59.8793983459 qua_loss:0.306606382132 regression_loss:121.200675964
pose_loss:72.9272155762 qua_loss:0.329705446959 regression_loss:138.868301392
pose_loss:48.1800994873 qua_loss:0.301000535488 regression_loss:108.380203247
pose_loss:85.1931915283 qua_loss:0.341043025255 regression_loss:153.401794434
pose_loss:51.5876121521 qua_loss:0.362755835056 regression_loss:124.138778687
pose_loss:67.5804977417 qua_loss:0.330591261387 regression_loss:133.698760986
pose_loss:69.9392776489 qua_loss:0.325459271669 regression_loss:135.03112793
pose_loss:67.4924240112 qua_loss:0.379489094019 regression_loss:143.39024353
pose_loss:61.4721603394 qua_loss:0.3327729702 regression_loss:128.026763916
pose_loss:58.6545181274 qua_loss:0.329464733601 regression_loss:124.547462463
pose_loss:55.5206680298 qua_loss:0.288204461336 regression_loss:113.161560059
pose_loss:74.0779571533 qua_loss:0.296331435442 regression_loss:133.344238281
pose_loss:67.8340148926 qua_loss:0.400087833405 regression_loss:147.851577759
pose_loss:62.7848320007 qua_loss:0.319092094898 regression_loss:126.603256226
pose_loss:49.9484138489 qua_loss:0.316471666098 regression_loss:113.242752075
pose_loss:64.9834671021 qua_loss:0.284140884876 regression_loss:121.811645508
pose_loss:66.8808288574 qua_loss:0.322701483965 regression_loss:131.421127319
pose_loss:55.4553833008 qua_loss:0.269296437502 regression_loss:109.314666748
pose_loss:57.3160400391 qua_loss:0.315287142992 regression_loss:120.373474121
pose_loss:63.5856132507 qua_loss:0.289453566074 regression_loss:121.476325989
pose_loss:59.9177322388 qua_loss:0.321066081524 regression_loss:124.130950928
pose_loss:60.8832435608 qua_loss:0.287782788277 regression_loss:118.439804077
pose_loss:53.6489334106 qua_loss:0.288091510534 regression_loss:111.267234802
pose_loss:61.7231864929 qua_loss:0.289360105991 regression_loss:119.595207214
pose_loss:66.5811157227 qua_loss:0.291476368904 regression_loss:124.87638855
pose_loss:39.062625885 qua_loss:0.313530355692 regression_loss:101.768692017
pose_loss:57.0026741028 qua_loss:0.312367886305 regression_loss:119.476249695
pose_loss:53.1008300781 qua_loss:0.332206726074 regression_loss:119.542175293
pose_loss:57.5361938477 qua_loss:0.255712300539 regression_loss:108.678649902
pose_loss:60.0133552551 qua_loss:0.312178909779 regression_loss:122.449142456
pose_loss:52.6598167419 qua_loss:0.257442772388 regression_loss:104.148376465
pose_loss:48.3485412598 qua_loss:0.30500343442 regression_loss:109.349227905
pose_loss:67.865020752 qua_loss:0.288040518761 regression_loss:125.473129272
pose_loss:42.2694702148 qua_loss:0.278423219919 regression_loss:97.9541168213
pose_loss:57.1458015442 qua_loss:0.277518033981 regression_loss:112.649414062
pose_loss:68.349571228 qua_loss:0.316674202681 regression_loss:131.684417725
pose_loss:57.8663368225 qua_loss:0.273154228926 regression_loss:112.497177124
pose_loss:60.536315918 qua_loss:0.32825088501 regression_loss:126.18649292
pose_loss:53.2862434387 qua_loss:0.298278033733 regression_loss:112.941848755
pose_loss:58.9958496094 qua_loss:0.346659034491 regression_loss:128.327667236
pose_loss:61.6299819946 qua_loss:0.319001346827 regression_loss:125.430252075
pose_loss:58.630355835 qua_loss:0.326449215412 regression_loss:123.920196533
pose_loss:66.5421981812 qua_loss:0.336138904095 regression_loss:133.769989014
pose_loss:62.477722168 qua_loss:0.315143823624 regression_loss:125.506484985
pose_loss:69.014465332 qua_loss:0.342291384935 regression_loss:137.472747803
pose_loss:45.1236114502 qua_loss:0.284019708633 regression_loss:101.92755127
pose_loss:46.3785629272 qua_loss:0.278091460466 regression_loss:101.996856689
pose_loss:67.2035369873 qua_loss:0.312413483858 regression_loss:129.686233521
pose_loss:64.3667297363 qua_loss:0.326885074377 regression_loss:129.743743896
pose_loss:70.2796096802 qua_loss:0.300459295511 regression_loss:130.371459961
pose_loss:59.0402069092 qua_loss:0.283328950405 regression_loss:115.705993652
pose_loss:54.2819824219 qua_loss:0.332284659147 regression_loss:120.73891449
pose_loss:53.4624977112 qua_loss:0.292900651693 regression_loss:112.042633057
pose_loss:48.3195075989 qua_loss:0.320529162884 regression_loss:112.425338745
pose_loss:56.8304824829 qua_loss:0.282388031483 regression_loss:113.30809021
pose_loss:55.7480316162 qua_loss:0.291635870934 regression_loss:114.075210571
pose_loss:70.2563400269 qua_loss:0.326311945915 regression_loss:135.518737793
pose_loss:47.6708602905 qua_loss:0.259430289268 regression_loss:99.5569152832
pose_loss:54.388217926 qua_loss:0.285793870687 regression_loss:111.54699707
pose_loss:62.1321678162 qua_loss:0.320438951254 regression_loss:126.219955444
pose_loss:58.2687988281 qua_loss:0.320236742496 regression_loss:122.316146851
pose_loss:50.7318878174 qua_loss:0.280561387539 regression_loss:106.844161987
pose_loss:64.0972824097 qua_loss:0.316091537476 regression_loss:127.315589905
pose_loss:58.6601982117 qua_loss:0.307808309793 regression_loss:120.221862793
pose_loss:61.8701324463 qua_loss:0.294754415751 regression_loss:120.821014404
pose_loss:59.2113876343 qua_loss:0.299369871616 regression_loss:119.085357666
pose_loss:57.891254425 qua_loss:0.303172826767 regression_loss:118.525817871
pose_loss:59.8447113037 qua_loss:0.336695432663 regression_loss:127.183799744
pose_loss:55.4870147705 qua_loss:0.314614504576 regression_loss:118.409912109
pose_loss:86.0647201538 qua_loss:0.357018947601 regression_loss:157.468505859
pose_loss:60.3917388916 qua_loss:0.326562613249 regression_loss:125.70426178
pose_loss:62.5153465271 qua_loss:0.329220503569 regression_loss:128.359451294
pose_loss:61.8724822998 qua_loss:0.332482159138 regression_loss:128.368911743
pose_loss:68.677734375 qua_loss:0.326932489872 regression_loss:134.064239502
pose_loss:56.9070091248 qua_loss:0.352893531322 regression_loss:127.485717773
pose_loss:63.5302658081 qua_loss:0.320373296738 regression_loss:127.604927063
pose_loss:62.6609191895 qua_loss:0.344314694405 regression_loss:131.523864746
pose_loss:47.2727890015 qua_loss:0.262898683548 regression_loss:99.8525238037
pose_loss:74.4493865967 qua_loss:0.336240917444 regression_loss:141.697570801
pose_loss:47.9444580078 qua_loss:0.273553520441 regression_loss:102.655166626
pose_loss:58.9756507874 qua_loss:0.250143676996 regression_loss:109.004386902
pose_loss:56.4559364319 qua_loss:0.307463943958 regression_loss:117.948730469
pose_loss:55.5788345337 qua_loss:0.260886907578 regression_loss:107.756217957
pose_loss:49.7765159607 qua_loss:0.277232199907 regression_loss:105.222961426
pose_loss:63.6803436279 qua_loss:0.368081301451 regression_loss:137.296600342
pose_loss:54.4443435669 qua_loss:0.36091068387 regression_loss:126.626480103
pose_loss:60.0198822021 qua_loss:0.286060422659 regression_loss:117.231964111
pose_loss:55.1033668518 qua_loss:0.270792961121 regression_loss:109.261962891
pose_loss:58.1856918335 qua_loss:0.308707237244 regression_loss:119.927139282
pose_loss:61.6398582458 qua_loss:0.274746268988 regression_loss:116.589111328
pose_loss:67.8065795898 qua_loss:0.286958545446 regression_loss:125.198287964
pose_loss:45.2264480591 qua_loss:0.27716127038 regression_loss:100.658706665
pose_loss:48.5398445129 qua_loss:0.310269474983 regression_loss:110.593734741
pose_loss:50.4900474548 qua_loss:0.288583576679 regression_loss:108.206764221
pose_loss:58.3894348145 qua_loss:0.36904078722 regression_loss:132.197601318
pose_loss:56.4654426575 qua_loss:0.350729465485 regression_loss:126.611328125
pose_loss:55.2546234131 qua_loss:0.318749755621 regression_loss:119.004577637
pose_loss:52.8704795837 qua_loss:0.376168072224 regression_loss:128.104095459
pose_loss:67.327293396 qua_loss:0.271120011806 regression_loss:121.551300049
pose_loss:51.2129898071 qua_loss:0.303574234247 regression_loss:111.927841187
pose_loss:52.4142417908 qua_loss:0.299153953791 regression_loss:112.245033264
pose_loss:57.4727935791 qua_loss:0.287287563086 regression_loss:114.930305481
pose_loss:66.050201416 qua_loss:0.320059001446 regression_loss:130.062011719
pose_loss:62.3977088928 qua_loss:0.295081973076 regression_loss:121.414108276
pose_loss:46.8480110168 qua_loss:0.29959282279 regression_loss:106.766571045
pose_loss:58.2290420532 qua_loss:0.28592428565 regression_loss:115.413894653
pose_loss:53.7867889404 qua_loss:0.324549913406 regression_loss:118.696769714
pose_loss:54.3058700562 qua_loss:0.31032499671 regression_loss:116.370864868
pose_loss:45.0317459106 qua_loss:0.263731181622 regression_loss:97.7779846191
pose_loss:56.3785972595 qua_loss:0.28542560339 regression_loss:113.4637146
pose_loss:89.3403701782 qua_loss:0.302857279778 regression_loss:149.911834717
pose_loss:55.0623245239 qua_loss:0.243075013161 regression_loss:103.677322388
pose_loss:49.7759590149 qua_loss:0.352710574865 regression_loss:120.318069458
pose_loss:61.6642608643 qua_loss:0.31823694706 regression_loss:125.311645508
pose_loss:66.3242797852 qua_loss:0.316252976656 regression_loss:129.574874878
pose_loss:49.074382782 qua_loss:0.25220656395 regression_loss:99.5157012939
pose_loss:47.9591178894 qua_loss:0.261601567268 regression_loss:100.279434204
pose_loss:50.5210723877 qua_loss:0.288054227829 regression_loss:108.131919861
pose_loss:64.8124237061 qua_loss:0.268957197666 regression_loss:118.603866577
pose_loss:60.705329895 qua_loss:0.264065414667 regression_loss:113.518417358
pose_loss:55.0568084717 qua_loss:0.29848331213 regression_loss:114.753471375
pose_loss:53.9664993286 qua_loss:0.292352944613 regression_loss:112.437088013
pose_loss:62.630191803 qua_loss:0.313096284866 regression_loss:125.249450684
pose_loss:52.5027236938 qua_loss:0.243176013231 regression_loss:101.137924194
pose_loss:53.0305290222 qua_loss:0.272177636623 regression_loss:107.466056824
pose_loss:65.9215774536 qua_loss:0.313266426325 regression_loss:128.574859619
pose_loss:69.060760498 qua_loss:0.306291431189 regression_loss:130.319046021
pose_loss:58.0972595215 qua_loss:0.310711890459 regression_loss:120.239639282
pose_loss:67.5714263916 qua_loss:0.31597468257 regression_loss:130.766357422
pose_loss:66.9475250244 qua_loss:0.265168786049 regression_loss:119.981277466
pose_loss:57.4652442932 qua_loss:0.256615996361 regression_loss:108.788444519
pose_loss:53.3114776611 qua_loss:0.267953693867 regression_loss:106.90222168
pose_loss:48.1650543213 qua_loss:0.297174811363 regression_loss:107.600021362
pose_loss:70.8198776245 qua_loss:0.290727257729 regression_loss:128.965332031
pose_loss:65.145149231 qua_loss:0.297310441732 regression_loss:124.60723877
pose_loss:68.3481674194 qua_loss:0.278211057186 regression_loss:123.990379333
pose_loss:55.5842132568 qua_loss:0.367957472801 regression_loss:129.175704956
pose_loss:60.0191917419 qua_loss:0.318669110537 regression_loss:123.753013611
pose_loss:63.3648300171 qua_loss:0.316442430019 regression_loss:126.653320312
